beta,target_idx,target_seed,repeat,repeat_seed,algorithm,fitness_variant,fidelity,gate_count
0.05,18,60,1,60001,EA,floor,0.04130025911136125,1
0.05,18,60,1,60001,SA,floor,0.04130025911136125,1
0.05,18,60,2,60002,EA,standard,0.2518880703021212,3
0.05,18,60,2,60002,SA,standard,0.2664910717383789,3
0.05,18,60,2,60002,EA,floor,0.31055060130300594,8
0.05,18,60,2,60002,SA,floor,0.03734474660287215,13
0.05,19,61,0,61000,EA,standard,0.09276288325209849,1
0.05,19,61,0,61000,SA,standard,0.09471339115010766,1
0.05,19,61,0,61000,EA,floor,0.4074610321377943,3
0.05,19,61,0,61000,SA,floor,0.017707065596215665,1
0.05,19,61,1,61001,EA,standard,0.4110563902309263,3
0.05,19,61,1,61001,SA,standard,0.3318227677238421,3
0.05,19,61,1,61001,EA,floor,0.45580205377056215,4
0.05,19,61,1,61001,SA,floor,0.3542501101347538,5
0.05,19,61,2,61002,EA,standard,0.4192298730715616,4
0.05,19,61,2,61002,SA,standard,0.08699183118757241,1
0.05,19,61,2,61002,EA,floor,0.44440389395087154,10
0.05,19,61,2,61002,SA,floor,0.34937153163783796,4
0.07,0,42,0,42000,EA,standard,0.2705039438073491,2
0.07,0,42,0,42000,SA,standard,0.254592452629416,2
0.07,0,42,0,42000,EA,floor,0.38396326570850753,3
0.07,0,42,0,42000,SA,floor,0.015530239755973431,9
0.07,0,42,1,42001,EA,standard,0.254592452629416,2
0.07,0,42,1,42001,SA,standard,0.17781564500172437,1
0.07,0,42,1,42001,EA,floor,0.3417749027867682,4
0.07,0,42,1,42001,SA,floor,0.11736921673288786,10
0.07,0,42,2,42002,EA,standard,0.25970583947841913,2
0.07,0,42,2,42002,SA,standard,0.2657895878914205,2
0.07,0,42,2,42002,EA,floor,0.305440200777786,3
0.07,0,42,2,42002,SA,floor,0.06812843827644126,13
0.07,1,43,0,43000,EA,standard,0.2361872249110051,1
0.07,1,43,0,43000,SA,standard,0.2361751955939629,1
0.07,1,43,0,43000,EA,floor,0.40436857233379336,3
0.07,1,43,0,43000,SA,floor,0.39502458220933717,6
0.07,1,43,1,43001,EA,standard,0.24367641541628735,1
0.07,1,43,1,43001,SA,standard,0.27759892399575253,3
0.07,1,43,1,43001,EA,floor,0.3048049486173294,4
0.07,1,43,1,43001,SA,floor,0.0309063421399519,9
0.07,1,43,2,43002,EA,standard,0.23481348723399173,1
0.07,1,43,2,43002,SA,standard,0.23252238015329285,1
0.07,1,43,2,43002,EA,floor,0.3239144780382282,3
0.07,1,43,2,43002,SA,floor,0.3907675420043496,8
0.07,2,44,0,44000,EA,standard,0.3790394983659041,2
0.07,2,44,0,44000,SA,standard,0.31491475970696015,3
0.07,2,44,0,44000,EA,floor,0.31235338567379145,2
0.07,2,44,0,44000,SA,floor,0.008579940874322128,15
0.07,2,44,1,44001,EA,standard,0.2757204343114938,1
0.07,2,44,1,44001,SA,standard,0.262148282826715,1
0.07,2,44,1,44001,EA,floor,0.33125171696264194,2
0.07,2,44,1,44001,SA,floor,0.3420106948903268,7
0.07,2,44,2,44002,EA,standard,0.27751223880961984,1
0.07,2,44,2,44002,SA,standard,0.3407073557088786,5
0.07,2,44,2,44002,EA,floor,0.3829039595578199,2
0.07,2,44,2,44002,SA,floor,0.02992981371411502,11
0.07,3,45,0,45000,EA,standard,0.2381832656546852,2
0.07,3,45,0,45000,SA,standard,0.2815358327911388,2
0.07,3,45,0,45000,EA,floor,0.3183921107167705,3
0.07,3,45,0,45000,SA,floor,0.48681685965512855,5
0.07,3,45,1,45001,EA,standard,0.29525413384011423,2
0.07,3,45,1,45001,SA,standard,0.259177205547623,2
0.07,3,45,1,45001,EA,floor,0.3220145548130254,8
0.07,3,45,1,45001,SA,floor,0.012590097754562418,12
0.07,3,45,2,45002,EA,standard,0.2976048806277688,2
0.07,3,45,2,45002,SA,standard,0.2510712953595422,2
0.07,3,45,2,45002,EA,floor,0.3674306332315441,6
0.07,3,45,2,45002,SA,floor,0.3704221098058975,10
0.07,4,46,0,46000,EA,standard,0.24371883823226134,2
0.07,4,46,0,46000,SA,standard,0.23779339365920668,2
0.07,4,46,0,46000,EA,floor,0.35364667695366214,6
0.07,4,46,0,46000,SA,floor,0.3469333537619009,9
0.07,4,46,1,46001,EA,standard,0.33885705607714284,3
0.07,4,46,1,46001,SA,standard,0.24140337087486086,2
0.07,4,46,1,46001,EA,floor,0.3823837268996121,3
0.07,4,46,1,46001,SA,floor,0.03651266168229578,2
0.07,4,46,2,46002,EA,standard,0.24034469350742815,2
0.07,4,46,2,46002,SA,standard,0.2531957337752321,2
0.07,4,46,2,46002,EA,floor,0.38581063918873776,4
0.07,4,46,2,46002,SA,floor,0.050481067839332164,1
0.07,5,47,0,47000,EA,standard,0.17600552716329765,1
0.07,5,47,0,47000,SA,standard,0.17600552716329765,1
0.07,5,47,0,47000,EA,floor,0.08079824860929424,2
0.07,5,47,0,47000,SA,floor,0.08079824860929424,2
0.07,5,47,1,47001,EA,standard,0.17600552716329765,1
0.07,5,47,1,47001,SA,standard,0.17600552716329765,1
0.07,5,47,1,47001,EA,floor,0.3277198697974186,3
0.07,5,47,1,47001,SA,floor,0.057871845761868074,9
0.07,5,47,2,47002,EA,standard,0.17600552716329765,1
0.07,5,47,2,47002,SA,standard,0.17672989007899,1
0.07,5,47,2,47002,EA,floor,0.34236386826143683,7
0.07,5,47,2,47002,SA,floor,0.3224965825309996,5
0.07,6,48,0,48000,EA,standard,0.4472403477300989,4
0.07,6,48,0,48000,SA,standard,0.2955508029950559,3
0.07,6,48,0,48000,EA,floor,0.3498223476799877,4
0.07,6,48,0,48000,SA,floor,0.3703222546222663,5
0.07,6,48,1,48001,EA,standard,0.2628237447877417,2
0.07,6,48,1,48001,SA,standard,0.35938744360690933,3
0.07,6,48,1,48001,EA,floor,0.47970782041296467,5
0.07,6,48,1,48001,SA,floor,0.3498784477557033,8
0.07,6,48,2,48002,EA,standard,0.3331080090879911,3
0.07,6,48,2,48002,SA,standard,0.241391518698459,2
0.07,6,48,2,48002,EA,floor,0.6119448541394245,5
0.07,6,48,2,48002,SA,floor,0.0008317851363453628,4
0.07,7,49,0,49000,EA,standard,0.3492939202129786,3
0.07,7,49,0,49000,SA,standard,0.18491791372149063,2
0.07,7,49,0,49000,EA,floor,0.4191129649915272,6
0.07,7,49,0,49000,SA,floor,0.3830925622665267,6
0.07,7,49,1,49001,EA,standard,0.5010297630827795,4
0.07,7,49,1,49001,SA,standard,0.39287184918169227,3
0.07,7,49,1,49001,EA,floor,0.31148729055328944,3
0.07,7,49,1,49001,SA,floor,0.3963053079893512,3
0.07,7,49,2,49002,EA,standard,0.5018080699426736,5
0.07,7,49,2,49002,SA,standard,0.20189272565537836,2
0.07,7,49,2,49002,EA,floor,0.47948673898295,5
0.07,7,49,2,49002,SA,floor,0.31538520618826255,8
0.07,8,50,0,50000,EA,standard,0.5605761897025885,4
0.07,8,50,0,50000,SA,standard,0.36464737493569,2
0.07,8,50,0,50000,EA,floor,0.48740044109342084,3
0.07,8,50,0,50000,SA,floor,0.5128387818011143,5
0.07,8,50,1,50001,EA,standard,0.6446344317275342,4
0.07,8,50,1,50001,SA,standard,0.3120863295460979,2
0.07,8,50,1,50001,EA,floor,0.6378661932993666,6
0.07,8,50,1,50001,SA,floor,0.45941697361108386,6
0.07,8,50,2,50002,EA,standard,0.3695704245712254,2
0.07,8,50,2,50002,SA,standard,0.5064701790440117,5
0.07,8,50,2,50002,EA,floor,0.5214774126628029,3
0.07,8,50,2,50002,SA,floor,0.39450254987191136,8
0.07,9,51,0,51000,EA,standard,0.18023374957735433,2
0.07,9,51,0,51000,SA,standard,0.3939417686399054,5
0.07,9,51,0,51000,EA,floor,0.5021936364247851,4
0.07,9,51,0,51000,SA,floor,0.0051935604439084905,4
0.07,9,51,1,51001,EA,standard,0.09753226195471082,1
0.07,9,51,1,51001,SA,standard,0.10101287128700683,1
0.07,9,51,1,51001,EA,floor,0.31398765857991134,3
0.07,9,51,1,51001,SA,floor,0.059209122025498245,5
0.07,9,51,2,51002,EA,standard,0.10457950387034191,1
0.07,9,51,2,51002,SA,standard,0.09697293121582418,1
0.07,9,51,2,51002,EA,floor,0.44531784173347677,4
0.07,9,51,2,51002,SA,floor,0.015243370345586336,12
0.07,10,52,0,52000,EA,standard,0.2984711320133905,1
0.07,10,52,0,52000,SA,standard,0.32798020790042054,3
0.07,10,52,0,52000,EA,floor,0.4779331783853473,3
0.07,10,52,0,52000,SA,floor,0.3509497480420855,2
0.07,10,52,1,52001,EA,standard,0.32564766308399457,1
0.07,10,52,1,52001,SA,standard,0.326625025298319,1
0.07,10,52,1,52001,EA,floor,0.3265258497481237,1
0.07,10,52,1,52001,SA,floor,0.012714576859168932,9
0.07,10,52,2,52002,EA,standard,0.32343559839668984,1
0.07,10,52,2,52002,SA,standard,0.3385041129058771,3
0.07,10,52,2,52002,EA,floor,0.4956792904470301,3
0.07,10,52,2,52002,SA,floor,0.39718069709132353,9
0.07,11,53,0,53000,EA,standard,0.5920596326819162,3
0.07,11,53,0,53000,SA,standard,0.5225992076374856,5
0.07,11,53,0,53000,EA,floor,0.6277857503121231,3
0.07,11,53,0,53000,SA,floor,0.5954366434738355,3
0.07,11,53,1,53001,EA,standard,0.5113754632427082,3
0.07,11,53,1,53001,SA,standard,0.6093638985740129,3
0.07,11,53,1,53001,EA,floor,0.6442931746795978,3
0.07,11,53,1,53001,SA,floor,0.537847581914555,3
0.07,11,53,2,53002,EA,standard,0.45928593124555583,3
0.07,11,53,2,53002,SA,standard,0.3792233293180721,2
0.07,11,53,2,53002,EA,floor,0.6218732894205915,3
0.07,11,53,2,53002,SA,floor,0.5224552831500852,4
0.07,12,54,0,54000,EA,standard,0.4464584859864557,3
0.07,12,54,0,54000,SA,standard,0.1727318591651608,1
0.07,12,54,0,54000,EA,floor,0.5156330513442159,3
0.07,12,54,0,54000,SA,floor,0.0018737078138292619,1
0.07,12,54,1,54001,EA,standard,0.559825088326464,4
0.07,12,54,1,54001,SA,standard,0.2958313108856189,2
0.07,12,54,1,54001,EA,floor,0.5869012132225548,4
0.07,12,54,1,54001,SA,floor,0.012232009146297053,7
0.07,12,54,2,54002,EA,standard,0.5007255281224102,3
0.07,12,54,2,54002,SA,standard,0.16265378592164337,1
0.07,12,54,2,54002,EA,floor,0.5727329066515975,4
0.07,12,54,2,54002,SA,floor,0.3084419196139834,12
0.07,13,55,0,55000,EA,standard,0.3353727734329863,2
0.07,13,55,0,55000,SA,standard,0.2249126330994225,3
0.07,13,55,0,55000,EA,floor,0.33919743618955106,2
0.07,13,55,0,55000,SA,floor,0.06598342053340164,5
0.07,13,55,1,55001,EA,standard,0.36616459351700026,2
0.07,13,55,1,55001,SA,standard,0.3633827230894904,2
0.07,13,55,1,55001,EA,floor,0.3097772255383576,2
0.07,13,55,1,55001,SA,floor,0.11408602836369719,13
0.07,13,55,2,55002,EA,standard,0.3660980122474841,2
0.07,13,55,2,55002,SA,standard,0.22275324899388388,1
0.07,13,55,2,55002,EA,floor,0.33303597561537185,2
0.07,13,55,2,55002,SA,floor,0.08982024751948489,13
0.07,14,56,0,56000,EA,standard,0.26601049197461746,1
0.07,14,56,0,56000,SA,standard,0.21576345238871886,1
0.07,14,56,0,56000,EA,floor,0.33114001961881623,5
0.07,14,56,0,56000,SA,floor,0.44531010495467627,11
0.07,14,56,1,56001,EA,standard,0.3506261187834346,2
0.07,14,56,1,56001,SA,standard,0.25284526086625847,3
0.07,14,56,1,56001,EA,floor,0.3392111399637945,5
0.07,14,56,1,56001,SA,floor,0.024819751653364124,4
0.07,14,56,2,56002,EA,standard,0.35020895699280186,2
0.07,14,56,2,56002,SA,standard,0.25175186261630056,1
0.07,14,56,2,56002,EA,floor,0.4182316778188057,4
0.07,14,56,2,56002,SA,floor,0.023976315989687663,11
0.07,15,57,0,57000,EA,standard,0.48840823192067995,3
0.07,15,57,0,57000,SA,standard,0.29583865900001405,2
0.07,15,57,0,57000,EA,floor,0.4012485723040829,3
0.07,15,57,0,57000,SA,floor,0.38757017377644054,5
0.07,15,57,1,57001,EA,standard,0.44014295822585453,3
0.07,15,57,1,57001,SA,standard,0.45536670756954684,3
0.07,15,57,1,57001,EA,floor,0.4308785769991878,4
0.07,15,57,1,57001,SA,floor,0.004083318427958977,5
0.07,15,57,2,57002,EA,standard,0.48023413308200913,3
0.07,15,57,2,57002,SA,standard,0.19555499082147154,1
0.07,15,57,2,57002,EA,floor,0.35179464064349936,4
0.07,15,57,2,57002,SA,floor,0.4163764339180202,4
0.07,16,58,0,58000,EA,standard,0.23968356042560762,1
0.07,16,58,0,58000,SA,standard,0.32362542135501676,2
0.07,16,58,0,58000,EA,floor,0.41277317193867163,9
0.07,16,58,0,58000,SA,floor,0.44656977563664735,7
0.07,16,58,1,58001,EA,standard,0.24081253276586428,1
0.07,16,58,1,58001,SA,standard,0.28527172919318217,2
0.07,16,58,1,58001,EA,floor,0.31319289064396,9
0.07,16,58,1,58001,SA,floor,0.013293220922594589,5
0.07,16,58,2,58002,EA,standard,0.2952290498720193,2
0.07,16,58,2,58002,SA,standard,0.2503495587319302,1
0.07,16,58,2,58002,EA,floor,0.3105094047721086,2
0.07,16,58,2,58002,SA,floor,0.009857080238643859,2
0.07,17,59,0,59000,EA,standard,0.2577695094763564,2
0.07,17,59,0,59000,SA,standard,0.17719331360453974,1
0.07,17,59,0,59000,EA,floor,0.31164450190794973,6
0.07,17,59,0,59000,SA,floor,0.002760555363823809,10
0.07,17,59,1,59001,EA,standard,0.24348566564462384,2
0.07,17,59,1,59001,SA,standard,0.14721366087831084,1
0.07,17,59,1,59001,EA,floor,0.11086868154744023,9
0.07,17,59,1,59001,SA,floor,0.11086868154744023,9
0.07,17,59,2,59002,EA,standard,0.2588468170098909,2
0.07,17,59,2,59002,SA,standard,0.17259996327224575,1
0.07,17,59,2,59002,EA,floor,0.16124515424615637,2
0.07,17,59,2,59002,SA,floor,0.16124515424615637,2
0.07,18,60,0,60000,EA,standard,0.08393883387409873,1
0.07,18,60,0,60000,SA,standard,0.08393883387409873,1
0.07,18,60,0,60000,EA,floor,0.08304911689723439,3
0.07,18,60,0,60000,SA,floor,0.08304911689723439,3
0.07,18,60,1,60001,EA,standard,0.1793071609564761,2
0.07,18,60,1,60001,SA,standard,0.26246306879830955,3
0.07,18,60,1,60001,EA,floor,0.04130025911136125,1
0.07,18,60,1,60001,SA,floor,0.04130025911136125,1
0.07,18,60,2,60002,EA,standard,0.19293224508810797,2
0.07,18,60,2,60002,SA,standard,0.08440449652165154,1
0.07,18,60,2,60002,EA,floor,0.31055060130300594,8
0.07,18,60,2,60002,SA,floor,0.03734474660287215,13
0.07,19,61,0,61000,EA,standard,0.09276288325209849,1
0.07,19,61,0,61000,SA,standard,0.09471339115010766,1
0.07,19,61,0,61000,EA,floor,0.3756073170400336,3
0.07,19,61,0,61000,SA,floor,0.017707065596215665,1
0.07,19,61,1,61001,EA,standard,0.30963256654057947,3
0.07,19,61,1,61001,SA,standard,0.0928437271830945,1
0.07,19,61,1,61001,EA,floor,0.3841042618754097,3
0.07,19,61,1,61001,SA,floor,0.3542501101347538,5
0.07,19,61,2,61002,EA,standard,0.38286668834680454,3
0.07,19,61,2,61002,SA,standard,0.09374686591940021,1
0.07,19,61,2,61002,EA,floor,0.301573850012975,6
0.07,19,61,2,61002,SA,floor,0.34937153163783796,4
0.1,0,42,0,42000,EA,standard,0.17729414619664896,1
0.1,0,42,0,42000,SA,standard,0.17256088626418192,1
0.1,0,42,0,42000,EA,floor,0.38396326570850753,3
0.1,0,42,0,42000,SA,floor,0.015530239755973431,9
0.1,0,42,1,42001,EA,standard,0.17680024670470168,1
0.1,0,42,1,42001,SA,standard,0.3448754777983567,5
0.1,0,42,1,42001,EA,floor,0.3417749027867682,4
0.1,0,42,1,42001,SA,floor,0.11736921673288786,10
0.1,0,42,2,42002,EA,standard,0.1778509064543762,1
0.1,0,42,2,42002,SA,standard,0.17753794745895712,1
0.1,0,42,2,42002,EA,floor,0.305440200777786,3
0.1,0,42,2,42002,SA,floor,0.06812843827644126,13
0.1,1,43,0,43000,EA,standard,0.23601990729794833,1
0.1,1,43,0,43000,SA,standard,0.2361751955939629,1
0.1,1,43,0,43000,EA,floor,0.40436857233379336,3
0.1,1,43,0,43000,SA,floor,0.39502458220933717,6
0.1,1,43,1,43001,EA,standard,0.24367641541628735,1
0.1,1,43,1,43001,SA,standard,0.24012707218037405,1
0.1,1,43,1,43001,EA,floor,0.4377475381920477,3
0.1,1,43,1,43001,SA,floor,0.0309063421399519,9
0.1,1,43,2,43002,EA,standard,0.24420035937676735,1
0.1,1,43,2,43002,SA,standard,0.23403033602542808,1
0.1,1,43,2,43002,EA,floor,0.5105339003727324,4
0.1,1,43,2,43002,SA,floor,0.3858289583262767,8
0.1,2,44,0,44000,EA,standard,0.262148282826715,1
0.1,2,44,0,44000,SA,standard,0.262148282826715,1
0.1,2,44,0,44000,EA,floor,0.31235338567379145,2
0.1,2,44,0,44000,SA,floor,0.008579940874322128,15
0.1,2,44,1,44001,EA,standard,0.2757204343114938,1
0.1,2,44,1,44001,SA,standard,0.262148282826715,1
0.1,2,44,1,44001,EA,floor,0.33125171696264194,2
0.1,2,44,1,44001,SA,floor,0.3420106948903268,7
0.1,2,44,2,44002,EA,standard,0.27751223880961984,1
0.1,2,44,2,44002,SA,standard,0.26839961987213135,1
0.1,2,44,2,44002,EA,floor,0.35199641684995264,3
0.1,2,44,2,44002,SA,floor,0.02992981371411502,11
0.1,3,45,0,45000,EA,standard,0.2856079254852637,2
0.1,3,45,0,45000,SA,standard,0.1501620778859146,1
0.1,3,45,0,45000,EA,floor,0.3183921107167705,3
0.1,3,45,0,45000,SA,floor,0.4142332976213048,4
0.1,3,45,1,45001,EA,standard,0.2883605764537357,2
0.1,3,45,1,45001,SA,standard,0.259177205547623,2
0.1,3,45,1,45001,EA,floor,0.3220145548130254,8
0.1,3,45,1,45001,SA,floor,0.012590097754562418,12
0.1,3,45,2,45002,EA,standard,0.29352469069102116,2
0.1,3,45,2,45002,SA,standard,0.15581111820327187,1
0.1,3,45,2,45002,EA,floor,0.3450117656159051,5
0.1,3,45,2,45002,SA,floor,0.3704221098058975,10
0.1,4,46,0,46000,EA,standard,0.24371883823226134,2
0.1,4,46,0,46000,SA,standard,0.2329836082673535,2
0.1,4,46,0,46000,EA,floor,0.3474360968091251,5
0.1,4,46,0,46000,SA,floor,0.3469333537619009,9
0.1,4,46,1,46001,EA,standard,0.26553557056441274,2
0.1,4,46,1,46001,SA,standard,0.24140337087486086,2
0.1,4,46,1,46001,EA,floor,0.3823837268996121,3
0.1,4,46,1,46001,SA,floor,0.03651266168229578,2
0.1,4,46,2,46002,EA,standard,0.2495573195003141,2
0.1,4,46,2,46002,SA,standard,0.2531957337752321,2
0.1,4,46,2,46002,EA,floor,0.31203159340343334,3
0.1,4,46,2,46002,SA,floor,0.050481067839332164,1
0.1,5,47,0,47000,EA,standard,0.17600552716329765,1
0.1,5,47,0,47000,SA,standard,0.17600552716329765,1
0.1,5,47,0,47000,EA,floor,0.08079824860929424,2
0.1,5,47,0,47000,SA,floor,0.08079824860929424,2
0.1,5,47,1,47001,EA,standard,0.17600552716329765,1
0.1,5,47,1,47001,SA,standard,0.17600552716329765,1
0.1,5,47,1,47001,EA,floor,0.3277198697974186,3
0.1,5,47,1,47001,SA,floor,0.057871845761868074,9
0.1,5,47,2,47002,EA,standard,0.17600552716329765,1
0.1,5,47,2,47002,SA,standard,0.17672989007899,1
0.1,5,47,2,47002,EA,floor,0.34236386826143683,7
0.1,5,47,2,47002,SA,floor,0.3224965825309996,5
0.1,6,48,0,48000,EA,standard,0.24960440648948992,2
0.1,6,48,0,48000,SA,standard,0.3417073512489904,3
0.1,6,48,0,48000,EA,floor,0.34000950277897507,4
0.1,6,48,0,48000,SA,floor,0.3703222546222663,5
0.1,6,48,1,48001,EA,standard,0.1145009344145789,1
0.1,6,48,1,48001,SA,standard,0.11440767867706907,1
0.1,6,48,1,48001,EA,floor,0.39849232901962106,3
0.1,6,48,1,48001,SA,floor,0.3498784477557033,8
0.1,6,48,2,48002,EA,standard,0.24918145749334875,2
0.1,6,48,2,48002,SA,standard,0.11440767867706907,1
0.1,6,48,2,48002,EA,floor,0.45124553922927124,3
0.1,6,48,2,48002,SA,floor,0.0008317851363453628,4
0.1,7,49,0,49000,EA,standard,0.3323421399053594,3
0.1,7,49,0,49000,SA,standard,0.20429976875673658,2
0.1,7,49,0,49000,EA,floor,0.3823498967443666,4
0.1,7,49,0,49000,SA,floor,0.32154214705260775,4
0.1,7,49,1,49001,EA,standard,0.385070797480666,3
0.1,7,49,1,49001,SA,standard,0.20065883057169656,2
0.1,7,49,1,49001,EA,floor,0.3944504084843018,3
0.1,7,49,1,49001,SA,floor,0.3963053079893512,3
0.1,7,49,2,49002,EA,standard,0.33319978115593835,3
0.1,7,49,2,49002,SA,standard,0.3856968316067047,3
0.1,7,49,2,49002,EA,floor,0.4003316549103638,4
0.1,7,49,2,49002,SA,floor,0.31538520618826255,8
0.1,8,50,0,50000,EA,standard,0.5170684612916232,3
0.1,8,50,0,50000,SA,standard,0.32586022988618857,2
0.1,8,50,0,50000,EA,floor,0.5296354592302885,4
0.1,8,50,0,50000,SA,floor,0.5128387818011143,5
0.1,8,50,1,50001,EA,standard,0.49554938088915795,3
0.1,8,50,1,50001,SA,standard,0.3120863295460979,2
0.1,8,50,1,50001,EA,floor,0.3702962650301075,2
0.1,8,50,1,50001,SA,floor,0.4958728210117008,6
0.1,8,50,2,50002,EA,standard,0.4974185869066847,3
0.1,8,50,2,50002,SA,standard,0.5462915211798638,3
0.1,8,50,2,50002,EA,floor,0.3593157215195872,2
0.1,8,50,2,50002,SA,floor,0.39450254987191136,8
0.1,9,51,0,51000,EA,standard,0.1067416383824369,1
0.1,9,51,0,51000,SA,standard,0.10666866605163308,1
0.1,9,51,0,51000,EA,floor,0.5021936364247851,4
0.1,9,51,0,51000,SA,floor,0.0051935604439084905,4
0.1,9,51,1,51001,EA,standard,0.09753226195471082,1
0.1,9,51,1,51001,SA,standard,0.10101287128700683,1
0.1,9,51,1,51001,EA,floor,0.5666047287059678,4
0.1,9,51,1,51001,SA,floor,0.059209122025498245,5
0.1,9,51,2,51002,EA,standard,0.10457950387034191,1
0.1,9,51,2,51002,SA,standard,0.09809383446399439,1
0.1,9,51,2,51002,EA,floor,0.44531784173347677,4
0.1,9,51,2,51002,SA,floor,0.015243370345586336,12
0.1,10,52,0,52000,EA,standard,0.2984711320133905,1
0.1,10,52,0,52000,SA,standard,0.3183237574721669,1
0.1,10,52,0,52000,EA,floor,0.3599406062489464,3
0.1,10,52,0,52000,SA,floor,0.3509497480420855,2
0.1,10,52,1,52001,EA,standard,0.32564766308399457,1
0.1,10,52,1,52001,SA,standard,0.326625025298319,1
0.1,10,52,1,52001,EA,floor,0.3265258497481237,1
0.1,10,52,1,52001,SA,floor,0.012714576859168932,9
0.1,10,52,2,52002,EA,standard,0.32343559839668984,1
0.1,10,52,2,52002,SA,standard,0.280254964406048,1
0.1,10,52,2,52002,EA,floor,0.3260392768328434,1
0.1,10,52,2,52002,SA,floor,0.32026789533874245,8
0.1,11,53,0,53000,EA,standard,0.5676037272169738,3
0.1,11,53,0,53000,SA,standard,0.5224859902154169,6
0.1,11,53,0,53000,EA,floor,0.5583680836425559,3
0.1,11,53,0,53000,SA,floor,0.5954366434738355,3
0.1,11,53,1,53001,EA,standard,0.413556365313088,2
0.1,11,53,1,53001,SA,standard,0.6093638985740129,3
0.1,11,53,1,53001,EA,floor,0.4255599338522395,2
0.1,11,53,1,53001,SA,floor,0.537847581914555,3
0.1,11,53,2,53002,EA,standard,0.3978717173976538,2
0.1,11,53,2,53002,SA,standard,0.3792233293180721,2
0.1,11,53,2,53002,EA,floor,0.4182154159099333,2
0.1,11,53,2,53002,SA,floor,0.5224552831500852,4
0.1,12,54,0,54000,EA,standard,0.4841842782245168,3
0.1,12,54,0,54000,SA,standard,0.1587543086098184,1
0.1,12,54,0,54000,EA,floor,0.5450579972407585,3
0.1,12,54,0,54000,SA,floor,0.0018737078138292619,1
0.1,12,54,1,54001,EA,standard,0.3867726670810065,3
0.1,12,54,1,54001,SA,standard,0.2958313108856189,2
0.1,12,54,1,54001,EA,floor,0.5860789049735364,3
0.1,12,54,1,54001,SA,floor,0.012232009146297053,7
0.1,12,54,2,54002,EA,standard,0.35261572880254777,2
0.1,12,54,2,54002,SA,standard,0.2961257604687696,2
0.1,12,54,2,54002,EA,floor,0.5605293981372239,3
0.1,12,54,2,54002,SA,floor,0.3084419196139834,12
0.1,13,55,0,55000,EA,standard,0.21204270779970474,1
0.1,13,55,0,55000,SA,standard,0.22309149658461133,1
0.1,13,55,0,55000,EA,floor,0.33919743618955106,2
0.1,13,55,0,55000,SA,floor,0.06598342053340164,5
0.1,13,55,1,55001,EA,standard,0.2362418525271388,1
0.1,13,55,1,55001,SA,standard,0.22117967063504146,1
0.1,13,55,1,55001,EA,floor,0.3097772255383576,2
0.1,13,55,1,55001,SA,floor,0.11408602836369719,13
0.1,13,55,2,55002,EA,standard,0.21535744755560307,1
0.1,13,55,2,55002,SA,standard,0.22275324899388388,1
0.1,13,55,2,55002,EA,floor,0.33303597561537185,2
0.1,13,55,2,55002,SA,floor,0.08982024751948489,13
0.1,14,56,0,56000,EA,standard,0.26127864439477777,1
0.1,14,56,0,56000,SA,standard,0.23736934442603758,1
0.1,14,56,0,56000,EA,floor,0.41579441744624246,5
0.1,14,56,0,56000,SA,floor,0.36502195961911105,9
0.1,14,56,1,56001,EA,standard,0.2661194724411404,1
0.1,14,56,1,56001,SA,standard,0.23178657985165269,1
0.1,14,56,1,56001,EA,floor,0.39169246125423124,5
0.1,14,56,1,56001,SA,floor,0.024819751653364124,4
0.1,14,56,2,56002,EA,standard,0.26501465640648314,1
0.1,14,56,2,56002,SA,standard,0.2624589981753586,1
0.1,14,56,2,56002,EA,floor,0.4182316778188057,4
0.1,14,56,2,56002,SA,floor,0.023976315989687663,11
0.1,15,57,0,57000,EA,standard,0.3132829533518282,2
0.1,15,57,0,57000,SA,standard,0.29583865900001405,2
0.1,15,57,0,57000,EA,floor,0.43334188163515336,4
0.1,15,57,0,57000,SA,floor,0.37995639887184113,5
0.1,15,57,1,57001,EA,standard,0.3003822803309122,2
0.1,15,57,1,57001,SA,standard,0.1929029531119395,1
0.1,15,57,1,57001,EA,floor,0.4341387769420667,4
0.1,15,57,1,57001,SA,floor,0.004083318427958977,5
0.1,15,57,2,57002,EA,standard,0.4353650841879344,3
0.1,15,57,2,57002,SA,standard,0.19555499082147154,1
0.1,15,57,2,57002,EA,floor,0.35179464064349936,4
0.1,15,57,2,57002,SA,floor,0.3394424881277972,3
0.1,16,58,0,58000,EA,standard,0.23968356042560762,1
0.1,16,58,0,58000,SA,standard,0.21267455200165356,1
0.1,16,58,0,58000,EA,floor,0.31790672954539706,8
0.1,16,58,0,58000,SA,floor,0.3853795479953144,4
0.1,16,58,1,58001,EA,standard,0.25149672149855856,1
0.1,16,58,1,58001,SA,standard,0.20150359738243742,1
0.1,16,58,1,58001,EA,floor,0.31319289064396,9
0.1,16,58,1,58001,SA,floor,0.013293220922594589,5
0.1,16,58,2,58002,EA,standard,0.23014141471536917,1
0.1,16,58,2,58002,SA,standard,0.2503495587319302,1
0.1,16,58,2,58002,EA,floor,0.3105094047721086,2
0.1,16,58,2,58002,SA,floor,0.009857080238643859,2
0.1,17,59,0,59000,EA,standard,0.17497408004530998,1
0.1,17,59,0,59000,SA,standard,0.17719331360453974,1
0.1,17,59,0,59000,EA,floor,0.3551744183553441,6
